cluster_id,n_messages,canonical_template,example_message,high_msgs,med_msgs,low_msgs,avg_score,max_score,n_groups,n_candidates,high_ratio,med_ratio,low_ratio
555,2,happy raksha bandhan to everyone,Happy Raksha Bandhan to everyone 🙏💐,0,0,2,10.0,20,1,1,0.0,0.0,1.0
566,2,dear equity __num__ members this is to clarify thag we equity __num__ are working under capacity of investment advisor we are getting multiple complaints of fradulent activity where equity __num__ has been presented as stock broker and your lot of hard earned money have been taken this is a request to everyone to be very vigilant and aware of fradulent activities happening at social media platforms including whatsapp and telegram please be aware of such financial scams and save your hard earned money if you have been victim of such fradulent activity or already dealing with such scams on the name of equity __num__ then please report to us and mail us at email,"**Dear Equity99 members, 
this is to clarify thag we Equity99 are working under capacity of Investment Advisor. 

We are getting multiple complaints of fradulent activity where Equity99 has been presented as stock broker and your lot of hard earned money have been taken. 

This is a request to everyone to be very vigilant  and aware of fradulent activities happening at social media platforms including whatsapp and telegram. please be aware of such financial scams and save your hard earned money. 

If you have been victim of such fradulent activity or already dealing with such scams on the name of Equity99 then please report to us and mail us at ****info@equity99.com**",0,2,0,50.0,60,1,1,0.0,1.0,0.0
586,2,first test levels completed,First test levels completed 🏌‍♂,0,0,2,10.0,20,1,1,0.0,0.0,1.0
589,2,timex watch this special situation stock has been performing greatly in this negative market environment discussed few days ago __num__ th july near __num__ zone stock got locked up in upper circuit again now trading high at __num__ __num__ achieving almost __num__ gains in just few days more action in coming days,"🚀🚀 **TIMEX WATCH 🚀🚀

This Special Situation Stock has been performing greatly in this negative market environment, discussed few days ago (29th July) near 206-210 zone. 

Stock got locked up in upper circuit again, now trading high at 272.65   🏌‍♂ 

Achieving almost 35% gains in just few days 🏌‍♂

More action in coming days 🚀**",0,0,2,20.0,20,1,1,0.0,0.0,1.0
592,2,special situation stock high conviction sme hero agarwal tough agarwaltuf cmp __num__ test resistance __num__ __num__ next __num__ days view sl __num__ expected upper circuit expected esm __num__ time completed any time out of esm then sharp rally expected,"**Special Situation Stock ( High Conviction) SME HERO

Agarwal tough ( Agarwaltuf) CMP 140

Test Resistance 155 / 160 next 10 days View Sl 125 Expected Upper circuit 

Expected esm 1 time Completed Any Time Out Of Esm Then Sharp Rally Expected**",0,0,2,20.0,20,1,1,0.0,0.0,1.0
595,2,morning alert sebi may raise minimum block deal size widen permissible price range the securities and exchange board of india sebi is considering a fresh round of reforms to its block deal framework with proposals to raise the minimum trade size and widen the permissible price range according to people familiar with the matter the markets regulator according to the sources is weighing an increase in the minimum block deal size to __num__ crore from the current __num__ crore in a bid to channel smaller trades towards the regular cash market the existing threshold was set in __num__ when sebi last carried out a major overhaul of the framework ’ another significant change under discussion concerns the price band for block deals at present trades can be executed within a __num__ per cent band on either side of the previous day’s closing price sebi is understood to be considering a wider band of up to __num__ per cent for non-derivative stocks while retaining the __num__ per cent band for futures and options f o scrips to reduce the risk of market manipulation a separate dispensation is also being examined for sme-listed stocks the sources said the proposals were discussed at a recent meeting between the regulator stock exchanges and other market participants sebi had earlier constituted a working group to review the block deal framework global market action dow jones up by __num__ __num__ or __num__ __num__ points ftse up by __num__ __num__ or __num__ __num__ points cac down by __num__ __num__ or __num__ __num__ points dax down by __num__ __num__ or __num__ __num__ points gift nifty up by __num__ __num__ or __num__ __num__ points fii dii activities fii sold __num__ __num__ cr worth of shares dii bought __num__ __num__ cr worth of shares major indian indices pe nifty __num__ __num__ x nifty bank __num__ __num__ x stocks with high delivery percentage adani energy solutions ltd __num__ __num__ skf india ltd __num__ __num__ kama holdings ltd __num__ __num__ can fin homes ltd __num__ __num__ grindwell norton ltd __num__ __num__ primary market activities ipo opening today arc insulation insulators ltd nse sme issue size __num__ __num__ cr commodities updates gold rs __num__ __num__ __num__ gm silver rs __num__ __num__ kg brcrude rs __num__ barrel copper rs __num__ __num__ kg corporate news ultratech to sell __num__ __num__ stake in india cements worth rs __num__ cr via ofs icici bank raises csr allocation to rs __num__ cr in fy __num__ up from rs __num__ cr hinduja group's ashok leyland set to rev up west asia growth plans,"Morning Alert..
*Sebi may raise minimum block deal size, widen permissible price range*
The Securities and Exchange Board of India (Sebi) is considering a fresh round of reforms to its block deal framework, with proposals to raise the minimum trade size and widen the permissible price range, according to people familiar with the matter. The markets regulator, according to the sources, is weighing an increase in the minimum block deal size to ₹25 crore, from the current ₹10 crore, in a bid to channel smaller trades towards the regular cash market. The existing threshold was set in 2017, when Sebi last carried out a major overhaul of the framework.’ Another significant change under discussion concerns the price band for block deals. At present, trades can be executed within a 1 per cent band on either side of the previous day’s closing price. Sebi is understood to be considering a wider band of up to 3 per cent for non-derivative stocks, while retaining the 1 per cent band for futures and options (F&O) scrips to reduce the risk of market manipulation. A separate dispensation is also being examined for SME-listed stocks, the sources said. The proposals were discussed at a recent meeting between the regulator, stock exchanges, and other market participants. Sebi had earlier constituted a working group to review the block deal framework.

*Global market action*
Dow Jones – Up by 0.05% or 22.57 points
FTSE – Up by 1.07% or 98.92 points
CAC – Down by 0.08% or 6.05 points
DAX – Down by 0.60% or 146.10 points
Gift Nifty – Up by 0.13% or 31.50 points
 
*FII/DII activities*
FII – Sold 1100.09Cr worth of shares
DII – Bought 1806.34Cr worth of shares.

*Major Indian Indices PE*
Nifty 50 – 22x 
Nifty Bank – 15.2x

*Stocks with high delivery percentage*
Adani Energy Solutions Ltd – 92.1%
SKF India Ltd – 89.1%
Kama Holdings Ltd – 88.2%
Can Fin Homes Ltd – 85.6%
Grindwell Norton Ltd – 83.8%

*Primary market activities*
IPO opening today
ARC Insulation & Insulators Ltd (NSE SME) – Issue size 41.19Cr

*Commodities updates*
Gold – Rs 99294/10gm, Silver – Rs 112641/kg, Brcrude – Rs 5426/barrel, Copper – Rs 873.7/kg.

*Corporate News*
UltraTech to sell 6.49% stake in India Cements worth Rs 745 cr via OFS.

ICICI Bank raises CSR allocation to Rs 801 cr in FY25, up from Rs 519 cr.

Hinduja Group's Ashok Leyland set to rev up West Asia growth plans.",0,0,2,15.0,30,1,1,0.0,0.0,1.0
597,2,univastu india this star performer stock discussed again near __num__ levels showed amazing jump high in the sky and has touched __num__ levels today we see strong potential further upside in the same company,"🚀🚀 **UNIVASTU INDIA 🚀🚀

This star performer stock discussed again near 265 levels, showed amazing jump high in the sky and has touched 300 levels today. 🏌‍♂

We see strong potential further upside in the same company. 🚀🚀🚀**",0,0,2,10.0,20,1,1,0.0,0.0,1.0
603,2,ready to move above __num__,Ready To Move Above 145🚀🚀🚀🚀,0,0,2,10.0,20,1,1,0.0,0.0,1.0
604,2,kiocl going like shooting star now day high at __num__ levels,"KIOCL 

Going like shooting star, now day high at 482 levels.",0,1,1,40.0,60,1,1,0.0,0.5,0.5
612,2,any time circuit open today,Any Time Circuit Open Today 🚀🚀🚀,0,0,2,10.0,20,1,1,0.0,0.0,1.0
614,2,now big moves awaited in univastu big potential candidate like kiocl,"**Now big moves awaited in UNIVASTU 🏌‍♂🏌‍♂

Big potential candidate like KIOCL 🚀🚀**",0,0,2,10.0,20,1,1,0.0,0.0,1.0
618,2,ready to hit upper circuit,Ready To Hit Upper circuit 🚀🚀🚀🚀,0,1,1,30.0,60,2,2,0.0,0.5,0.5
815,2,x shere market fund joining on __num__ __num__ invest return after __num__ hours __num__ __num__ - __num__ __num__ invest retrun after __num__ hours __num__ __num__ - __num__ __num__ invest return after __num__ hours __num__ __num__ - __num__ __num__ invest return after __num__ hours __num__ __num__ - __num__ __num__ invest return after __num__ hours __num__ __num__ __num__ - __num__ __num__ invest return after __num__ hours __num__ __num__ __num__ __num__ __num__ __num__ invest return after __num__ hours __num__ __num__ __num__ invest get more than triple cash kro bina dare intrested members join fast,"X**Shere Market Fund Joining On..👇
5,000 Invest
Return after 3Hours 20,000/- 

10,000 Invest
Retrun After 3Hours 40,000/-

15,000 Invest....
Return After 3Hours 60,000/- 

20,000 Invest....
Return After 3Hours 80,000/- 

25,000 Invest....
Return After 6Hours 1,00,000/- 

50,000 Invest....
Return After 6Hours
2,00,000

1,00,000 Invest....
Return After 6Hours
4,00,000

INVEST & GET MORE THAN TRIPLE CASH KRO BINA DARE 

Intrested Members Join Fast.👇

**https://wa.me/+918441035677/?text=*New_JOINING_LENA_H_SIR*☎️**

**https://wa.me/+918441035677/?text=*New_JOINING_LENA_H_SIR",0,0,2,25.0,30,1,1,0.0,0.0,1.0
823,2,buy banknifty __num__ __num__ ce above __num__ sl premium target __num__ __num__ __num__,"**BUY BANKNIFTY 

51300 CE

ABOVE 1080

SL PREMIUM 

TARGET 1100/1130/1150+**",0,2,0,40.0,40,2,2,0.0,1.0,0.0
1002,2,market look extremely volatile due to budget pls stay alert keep booking profits based on yr risk potential dont wait for our alert,"MARKET LOOK EXTREMELY VOLATILE DUE TO BUDGET PLS STAY ALERT &amp; KEEP BOOKING PROFITS, BASED ON YR RISK POTENTIAL , DONT WAIT FOR OUR ALERT https://goo.gl/4ut5QU",0,0,2,15.0,30,1,1,0.0,0.0,1.0
1046,2,only high risk traders can buy __num__ __num__ lot of tatachem @ __num__ for next __num__ hour sent __num__ __num__,ONLY HIGH RISK TRADERS CAN BUY 2/3 LOT OF  TATACHEM @ 547   FOR NEXT 2 HOUR. SENT 10:56 https://goo.gl/ieeiRa,0,0,2,30.0,30,1,1,0.0,0.0,1.0
1066,2,only high risk traders can buy __num__ __num__ lot of axisbank @ __num__ for next __num__ hour sent __num__ __num__,ONLY HIGH RISK TRADERS CAN BUY 2/3 LOT OF AXISBANK @ 751  FOR NEXT 2 HOUR. SENT 10:59 https://goo.gl/ieeiRa,0,0,2,15.0,30,2,2,0.0,0.0,1.0
1231,2,there can be retracement,there can be retracement,0,0,2,0.0,0,1,1,0.0,0.0,1.0
1243,2,market is recovering us __num__ btc gold so exited call short,"market is recovering.
US 30, btc, gold... so exited call short",0,0,2,0.0,0,1,1,0.0,0.0,1.0
1247,2,delta exchange india - __num__ discount on trading fees with this link if you have opened delta account with the above link please fill this form if the details match we will add you in our crypto group,"Delta Exchange India - https://www.delta.exchange/?code=AWDZTA
(10% discount on trading fees with this link)

If you have opened Delta account with the above link please fill this form, if the details match we will add you in our crypto group.",0,0,2,0.0,0,1,1,0.0,0.0,1.0
1251,2,i feel we'll ultimately make a upmove after new bears enter the market,I feel we'll ultimately make a upmove after new bears enter the market,0,0,2,0.0,0,1,1,0.0,0.0,1.0
1358,2,week started with big loss of __num__ k in btc have recovered __num__ k in __num__ days already delta btc sambhalke trade karo guys,"Week started with big loss of 36k in BTC.
 Have recovered 34k in 2days already...
Delta BTC sambhalke trade karo guys😄",0,0,2,10.0,20,1,1,0.0,0.0,1.0
1387,2,profit booked __num__ pts in this strike good day,"Profit booked 23pts in this strike..
Good day 👍",0,1,1,20.0,40,2,2,0.0,0.5,0.5
1391,2,holding in loss with patience,Holding in loss with patience,0,0,2,0.0,0,1,1,0.0,0.0,1.0
1392,2,bn is weaker dragging n __num__ let's see if fibb __num__ __num__ retracement help,BN is weaker & dragging N50. Let's see if FIBB 68.1% retracement help,0,1,1,20.0,40,2,2,0.0,0.5,0.5
1393,2,sold __num__ __num__ pe risky trade,Sold 24550 PE. Risky trade,0,0,2,10.0,20,1,1,0.0,0.0,1.0
1403,2,__this message couldn't be displayed on your device due to copyright infringement __,__This message couldn't be displayed on your device due to copyright infringement.__,0,0,2,0.0,0,1,1,0.0,0.0,1.0
1410,2,__this message couldn't be displayed on your device due to copyright infringement __,__This message couldn't be displayed on your device due to copyright infringement.__,0,1,1,30.0,60,2,2,0.0,0.5,0.5
1412,2,__this message couldn't be displayed on your device due to copyright infringement __,__This message couldn't be displayed on your device due to copyright infringement.__,0,1,1,20.0,40,2,2,0.0,0.5,0.5
1418,2,__this message couldn't be displayed on your device due to copyright infringement __,__This message couldn't be displayed on your device due to copyright infringement.__,0,1,1,20.0,40,2,2,0.0,0.5,0.5
1525,2,account handling profit done,"Account handling profit 

Done 👍✅",0,1,1,30.0,40,1,1,0.0,0.5,0.5
1526,2,ndtv profit watchlist,NDTV PROFIT WATCHLIST,0,2,0,40.0,40,1,1,0.0,1.0,0.0
1541,2,#stocktowatch by cnbc tv __num__,#StockToWatch BY CNBC TV18,0,0,2,15.0,30,1,1,0.0,0.0,1.0
1560,2,bro tip- प छल __num__ मह न क म र क ट क अन भव- big move- म गल ग र व र श क रव र sideways- स मव र और ब धव र ज य दतर time ऐस ह ह रह ह स र फ expiry क समय ह बड म व द खन क म ल रह ह ब क द न र ज म य फ र स इडव ज म व आपक क य म नन ह jai kedar kripa apaar,"**Bro Tip- 

पिछले 6 महीने के मार्केट के अनुभव-

Big Move- मंगल, गुरुवार, शुक्रवार 
Sideways- सोमवार और बुधवार 

ज्यादतर Time ऐसा ही हो रहा हैं सिर्फ Expiry के समय ही बड़ा मूव देखने को मिल रहा हैं बाकी दिन रेंज में या फिर साइडवेज़ मूव।

आपका क्या मानना हैं??

Jai Kedar..Kripa Apaar 🖤**🐴",0,1,1,30.0,40,2,2,0.0,0.5,0.5
1570,2,__num__ __num__ pe looks good if it break __num__ again then can take a buy trade with strict sl of __num__ only __num__ rs risk never hold till zero sl hit move out of the trade,"34400 pe looks good if it break 42 again then can take a buy trade with strict sl of 25,(only 17 rs risk never hold till zero sl hit move out of the trade)",0,0,2,25.0,30,1,1,0.0,0.0,1.0
1575,2,gave a very good move upside after inside candle break,Gave a very good move upside after inside candle break .,0,0,2,0.0,0,1,1,0.0,0.0,1.0
1578,2,pos app is under maintenance we will update once it’s resolved,Pos App is under maintenance we will update once it’s resolved,0,0,2,0.0,0,1,1,0.0,0.0,1.0
1580,2,may goddess durga bless you with all that you have wished for on the auspicious festival of dussehra may you succeed in removing evil from your life happy vijaya dashami,"May Goddess Durga bless you with all that you have wished for, on the auspicious festival of Dussehra. May you succeed in removing evil from your life. Happy Vijaya Dashami",0,0,2,10.0,20,1,1,0.0,0.0,1.0
1581,2,application is working fine now in case of issue check if your applications is updated and re-login it should work still facing issue can send an email to us,"Application is working fine now , in case of issue check if your applications is updated and re-login it should work.  still facing issue can send an email to us.",0,0,2,0.0,0,1,1,0.0,0.0,1.0
1587,2,face __num__ face with vivek bajaj shared a framework for atm options selling with many insights,"https://youtu.be/mYjQlyiGSL0

Face 2 Face with Vivek bajaj, shared a framework for ATM options selling with many insights.",0,0,2,0.0,0,1,1,0.0,0.0,1.0
1608,2,another possibility --,Another possibility :--,0,1,1,30.0,60,1,1,0.0,0.5,0.5
1614,2,events this week aug __num__ wednesday u s inflation rate,"**Events this week**
Aug 14 Wednesday 
U.S Inflation Rate.",0,0,2,0.0,0,1,1,0.0,0.0,1.0
1617,2,ipo update -first cry firstcry is india’s largest multi-channel retailing platform for mothers’ babies’ and kids’ products in terms of gmv for the year ending december __num__ according to the redseer report with a growing presence in select international markets in india they sell mothers’ babies’ and kids’ products through their online platform company-owned modern stores franchisee-owned modern stores and general trade retail distribution they seek to develop a tangible emotional multi-year relationship with parents especially mothers with whom their first engagement begins from their baby’s conception i e nine months before birth and can continue until their child reaches about __num__ years of age according to the redseer report childcare is a non-discretionary essential expense for which there is perpetual need they operate in a retail category with high purchase frequency in which children outgrow clothing sizes quickly and need consumables such as diapers and other baby products along with other needs that evolve with age thus once parents establish a connection with them they are likely to start a predictable and frequent transactional journey of about twelve years as their children grow they launched the firstcry platform in india in __num__ to create a one-stop destination for parenting needs across commerce content community engagement and education they named their platform firstcry because they believe that a baby’s first cry is a special moment for parents and they aim to make such moments of the parenting journey filled with joy and happiness they have expanded internationally in select markets establishing a presence in uae and ksa in __num__ and __num__ respectively where they aim to replicate their india playbook according to the redseer report they are the largest specialist online mothers’ babies’ and kids’ product retail platforms in uae in terms of gmv for the year ending december __num__ further in ksa they are the largest online-first mothers’ babies’ and kids’ product-focused retail platform according to the redseer report after the uae they aim to replicate our india playbook in ksa,"**IPO** **UPDATE** -First Cry 
 
FirstCry is India’s largest multi-channel retailing platform for Mothers’, Babies’, and Kids’ products, in terms of GMV, for the year ending December 2023, according to the RedSeer Report, with a growing presence in select international markets. In India, they sell Mothers’, Babies’, and Kids’ products through their online platform, company-owned modern stores, franchisee-owned modern stores, and general trade retail distribution. 
They seek to develop a tangible, emotional, multi-year relationship with parents, especially mothers, with whom their first engagement begins from their baby’s conception (i.e., nine months before birth) and can continue until their child reaches about 12 years of age. According to the RedSeer Report, childcare is a non-discretionary, essential expense, for which there is perpetual need. They operate in a retail category with high purchase frequency, in which children outgrow clothing sizes quickly and need consumables such as diapers and other baby products along with other needs that evolve with age. Thus, once parents establish a connection with them, they are likely to start a predictable and frequent transactional journey of about twelve years as their children grow. 
 
 
They launched the FirstCry platform in India in 2010 to create a one-stop destination for parenting needs across commerce, content, community engagement, and education. They named their platform “FirstCry” because they believe that a baby’s first cry is a special moment for parents, and they aim to make such moments of the parenting journey filled with joy and happiness. 
They have expanded internationally in select markets, establishing a presence in UAE and KSA in 2019 and 2022 respectively, where they aim to replicate their India playbook. According to the RedSeer Report, they are the largest specialist online Mothers’, Babies’, and Kids’ Product retail platforms in UAE, in terms of GMV, for the year ending December 2023. Further, in KSA, they are the largest online-first Mothers’, Babies’ and Kids’ product-focused retail platform, according to the RedSeer Report. After the UAE, they aim to replicate our India playbook in KSA.",0,0,2,15.0,30,1,1,0.0,0.0,1.0
1652,2,you can open an account with delta for crypto trading -,You can open an account with Delta for crypto trading :-https://www.delta.exchange/?code=POWEROFSTOCK,0,0,2,0.0,0,1,1,0.0,0.0,1.0
1,1,buy dmart __num__ shares at __num__ __num__ __message sl __num__ tgt __num__ modify qty lot as per your discretion__ __created date time __num__ __num__ pm__ __ __num__ __num__ __num__ __ __disclaimer __ __ - angel one ltd__,"🟢 **BUY** DMART **1** shares at **4337.00**.

__Message : SL 4260 TGT 4460 Modify Qty/ Lot as per your discretion__

__Created Date & Time
02:48 PM__
__23/06/25__

__Disclaimer : __[__ www.angelone.in/research-disclaimer__](https://www.angelone.in/research-disclaimer)__ - Angel One Ltd__",0,1,0,40.0,40,1,1,0.0,1.0,0.0
2,1,book profit in nifty __num__ __num__ pe@ __num__ __num__ __created date time__ __ __num__ __num__ pm__ __ __num__ __num__ __num__ __,"BOOK PROFIT IN NIFTY 24900 PE@100.2

__Created Date & Time__
__02:31 PM__
__23/06/25__",0,1,0,60.0,60,1,1,0.0,1.0,0.0
3,1,exit m m __num__ ce at __num__ __num__ __created date time__ __ __num__ __num__ pm__ __ __num__ __num__ __num__ __,"EXIT M&M 3200CE AT 12.20

__Created Date & Time__
__02:30 PM__
__23/06/25__",0,0,1,0.0,0,1,1,0.0,0.0,1.0
6,1,buy cochinship __num__ shares at __num__ __num__ __message sl __num__ tgt __num__ modify qty lot as per your discretion__ __created date time __num__ __num__ pm__ __ __num__ __num__ __num__ __ __disclaimer __ __ - angel one ltd__,"🟢 **BUY** COCHINSHIP **1** shares at **2232.50**.

__Message : SL    2188  TGT   2305 modify Qty/ Lot as per your discretion__

__Created Date & Time
01:35 PM__
__23/06/25__

__Disclaimer : __[__ www.angelone.in/research-disclaimer__](https://www.angelone.in/research-disclaimer)__ - Angel One Ltd__",0,1,0,40.0,40,1,1,0.0,1.0,0.0
7,1,book profit in prestige @ __num__ __created date time__ __ __num__ __num__ pm__ __ __num__ __num__ __num__ __,"BOOK PROFIT IN PRESTIGE @1719

__Created Date & Time__
__01:32 PM__
__23/06/25__",0,1,0,60.0,60,1,1,0.0,1.0,0.0
8,1,buy wipro __num__ shares at __num__ __num__ __message sl __num__ __num__ tgt __num__ modify qty lot as per your discretion__ __created date time __num__ __num__ pm__ __ __num__ __num__ __num__ __ __disclaimer __ __ - angel one ltd__,"🟢 **BUY** WIPRO **1** shares at **263.80**.

__Message : SL   261.30   TGT   268 modify Qty/ Lot as per your discretion__

__Created Date & Time
01:28 PM__
__23/06/25__

__Disclaimer : __[__ www.angelone.in/research-disclaimer__](https://www.angelone.in/research-disclaimer)__ - Angel One Ltd__",0,1,0,40.0,40,1,1,0.0,1.0,0.0
10,1,sl hit exit positions __created date time__ __ __num__ __num__ pm__ __ __num__ __num__ __num__ __,"SL HIT EXIT POSITIONS

__Created Date & Time__
__01:20 PM__
__23/06/25__",0,0,1,0.0,0,1,1,0.0,0.0,1.0
11,1,book profit in nykaa @ __num__ __created date time__ __ __num__ __num__ pm__ __ __num__ __num__ __num__ __,"BOOK PROFIT IN NYKAA @203

__Created Date & Time__
__12:56 PM__
__23/06/25__",0,1,0,60.0,60,1,1,0.0,1.0,0.0
14,1,buy midcpnifty __num__ jun phone pe __num__ lots at __num__ __num__ __expiry __num__ -jun- __num__ __ __message sl __num__ tgt __num__ modify qty lot as per your discretion__ __created date time __num__ __num__ pm__ __ __num__ __num__ __num__ __ __disclaimer __ __ - angel one ltd__,"🟢 **BUY** MIDCPNIFTY 26 JUN 25 13100 PE **1** lots at **40.00**.

__Expiry : 26-Jun-2025__

__Message : SL 22 TGT 70Modify Qty/ Lot as per your discretion__

__Created Date & Time
01:31 PM__
__24/06/25__

__Disclaimer : __[__ www.angelone.in/research-disclaimer__](https://www.angelone.in/research-disclaimer)__ - Angel One Ltd__",0,0,1,20.0,20,1,1,0.0,0.0,1.0
17,1,book profit in delhivery at __num__ __created date time__ __ __num__ __num__ pm__ __ __num__ __num__ __num__ __,"BOOK PROFIT IN DELHIVERY AT 379

__Created Date & Time__
__01:20 PM__
__24/06/25__",0,1,0,60.0,60,1,1,0.0,1.0,0.0
18,1,exit polycab @ __num__ __created date time__ __ __num__ __num__ pm__ __ __num__ __num__ __num__ __,"EXIT POLYCAB @ 6402

__Created Date & Time__
__01:10 PM__
__24/06/25__",0,0,1,20.0,20,1,1,0.0,0.0,1.0
20,1,buy itc __num__ shares at __num__ __num__ __message sl __num__ tgt __num__ modify qty lot as per your discretion__ __created date time __num__ __num__ pm__ __ __num__ __num__ __num__ __ __disclaimer __ __ - angel one ltd__,"🟢 **BUY** ITC **1** shares at **418.50**.

__Message : SL 412 TGT 429 Modify Qty/ Lot as per your discretion__

__Created Date & Time
12:53 PM__
__24/06/25__

__Disclaimer : __[__ www.angelone.in/research-disclaimer__](https://www.angelone.in/research-disclaimer)__ - Angel One Ltd__",0,1,0,40.0,40,1,1,0.0,1.0,0.0
24,1,buy tatasteel __num__ shares at __num__ __num__ __message sl __num__ tgt __num__ modify qty lot as per your discretion__ __created date time __num__ __num__ am__ __ __num__ __num__ __num__ __ __disclaimer __ __ - angel one ltd__,"🟢 **BUY** TATASTEEL **1** shares at **155.80**.

__Message : SL 151 TGT 164 Modify Qty/ Lot as per your discretion__

__Created Date & Time
11:16 AM__
__24/06/25__

__Disclaimer : __[__ www.angelone.in/research-disclaimer__](https://www.angelone.in/research-disclaimer)__ - Angel One Ltd__",0,1,0,40.0,40,1,1,0.0,1.0,0.0
26,1,buy polycab __num__ shares at __num__ __num__ __message sl __num__ tgt __num__ modify qty lot as per your discretion__ __created date time __num__ __num__ am__ __ __num__ __num__ __num__ __ __disclaimer __ __ - angel one ltd__,"🟢 **BUY** POLYCAB **1** shares at **6380.00**.

__Message : SL 6250 TGT 6580 Modify Qty/ Lot as per your discretion__

__Created Date & Time
11:02 AM__
__24/06/25__

__Disclaimer : __[__ www.angelone.in/research-disclaimer__](https://www.angelone.in/research-disclaimer)__ - Angel One Ltd__",0,1,0,40.0,40,1,1,0.0,1.0,0.0
28,1,buy vguard __num__ shares at __num__ __num__ __message sl __num__ tgt __num__ modify qty lot as per your discretion__ __created date time __num__ __num__ am__ __ __num__ __num__ __num__ __ __disclaimer __ __ - angel one ltd__,"🟢 **BUY** VGUARD **1** shares at **378.00**.

__Message : SL 373 TGT 387 Modify Qty/ Lot as per your discretion__

__Created Date & Time
10:27 AM__
__24/06/25__

__Disclaimer : __[__ www.angelone.in/research-disclaimer__](https://www.angelone.in/research-disclaimer)__ - Angel One Ltd__",0,1,0,40.0,40,1,1,0.0,1.0,0.0
29,1,buy delhivery __num__ shares at __num__ __num__ __message sl __num__ __num__ tgt __num__ modify qty lot as per your discretion__ __created date time __num__ __num__ am__ __ __num__ __num__ __num__ __ __disclaimer __ __ - angel one ltd__,"🟢 **BUY** DELHIVERY **1** shares at **371.00**.

__Message : SL 362.80  TGT 385  Modify Qty/ Lot as per your discretion__

__Created Date & Time
09:54 AM__
__24/06/25__

__Disclaimer : __[__ www.angelone.in/research-disclaimer__](https://www.angelone.in/research-disclaimer)__ - Angel One Ltd__",0,1,0,40.0,40,1,1,0.0,1.0,0.0
30,1,buy voltas __num__ shares at __num__ __num__ __message sl __num__ tgt __num__ modify qty lot as per your discretion__ __created date time __num__ __num__ am__ __ __num__ __num__ __num__ __ __disclaimer __ __ - angel one ltd__,"🟢 **BUY** VOLTAS **1** shares at **1312.00**.

__Message : SL 1284 TGT 1357 Modify Qty/ Lot as per your discretion__

__Created Date & Time
09:42 AM__
__24/06/25__

__Disclaimer : __[__ www.angelone.in/research-disclaimer__](https://www.angelone.in/research-disclaimer)__ - Angel One Ltd__",0,1,0,40.0,40,1,1,0.0,1.0,0.0
31,1,buy caplipoint __num__ shares at __num__ __num__ __message sl __num__ tgt __num__ modify qty lot as per your discretion__ __created date time __num__ __num__ am__ __ __num__ __num__ __num__ __ __disclaimer __ __ - angel one ltd__,"🟢 **BUY** CAPLIPOINT **1** shares at **2049.00**.

__Message : SL 2000 TGT 2140 Modify Qty/ Lot as per your discretion__

__Created Date & Time
09:39 AM__
__24/06/25__

__Disclaimer : __[__ www.angelone.in/research-disclaimer__](https://www.angelone.in/research-disclaimer)__ - Angel One Ltd__",0,1,0,40.0,40,1,1,0.0,1.0,0.0
32,1,buy happstmnds __num__ shares at __num__ __num__ __message sl __num__ tgt __num__ modify qty lot as per your discretion__ __created date time __num__ __num__ am__ __ __num__ __num__ __num__ __ __disclaimer __ __ - angel one ltd__,"🟢 **BUY** HAPPSTMNDS **1** shares at **644.00**.

__Message : SL 625 TGT 675 Modify Qty/ Lot as per your discretion__

__Created Date & Time
09:30 AM__
__24/06/25__

__Disclaimer : __[__ www.angelone.in/research-disclaimer__](https://www.angelone.in/research-disclaimer)__ - Angel One Ltd__",0,1,0,40.0,40,1,1,0.0,1.0,0.0
35,1,buy mgl __num__ shares at __num__ __num__ __message sl __num__ tgt __num__ modify qty lot as per your discretion__ __created date time __num__ __num__ pm__ __ __num__ __num__ __num__ __ __disclaimer __ __ - angel one ltd__,"🟢 **BUY** MGL **1** shares at **1444.00**.

__Message : SL 1410 TGT 1505 Modify Qty/ Lot as per your discretion__

__Created Date & Time
03:10 PM__
__25/06/25__

__Disclaimer : __[__ www.angelone.in/research-disclaimer__](https://www.angelone.in/research-disclaimer)__ - Angel One Ltd__",0,1,0,40.0,40,1,1,0.0,1.0,0.0
36,1,exit from gmdcltd@ __num__,EXIT FROM GMDCLTD@405,0,0,1,20.0,20,1,1,0.0,0.0,1.0
40,1,buy bsoft __num__ jul __num__ __num__ ce __num__ lots at __num__ __num__ __expiry __num__ -jul- __num__ __ __message sl __num__ __num__ tgt __num__ __num__ modify qty lot as per your discretion__ __created date time __num__ __num__ pm__ __ __num__ __num__ __num__ __ __disclaimer __ __ - angel one ltd__,"🟢 **BUY** BSOFT 31 JUL 25 450 CE **1** lots at **15.50**.

__Expiry : 31-Jul-2025__

__Message : SL 11.40 TGT 22.50 Modify Qty/ Lot as per your discretion__

__Created Date & Time
01:43 PM__
__25/06/25__

__Disclaimer : __[__ www.angelone.in/research-disclaimer__](https://www.angelone.in/research-disclaimer)__ - Angel One Ltd__",0,1,0,40.0,40,1,1,0.0,1.0,0.0
